"MovieID","MovieTitle","RecommendationID","RecommendationTitle"
1752,"Hard Rain (1998)",214,"Forrest Gump (1994)"
1752,"Hard Rain (1998)",655,"Back to the Future (1985)"
1752,"Hard Rain (1998)",2013,"Pirates of the Caribbean: The Curse of the Black Pearl (2003)"
1753,"Half Baked (1998)",214,"Forrest Gump (1994)"
1753,"Half Baked (1998)",1185,"Office Space (1999)"
1753,"Half Baked (1998)",1211,"Matrix, The (1999)"
1754,"Fallen (1998)",214,"Forrest Gump (1994)"
1754,"Fallen (1998)",1211,"Matrix, The (1999)"
1760,"Spice World (1997)",214,"Forrest Gump (1994)"
1760,"Spice World (1997)",1211,"Matrix, The (1999)"
1760,"Spice World (1997)",2013,"Pirates of the Caribbean: The Curse of the Black Pearl (2003)"
1769,"Replacement Killers, The (1998)",177,"Pulp Fiction (1994)"
1769,"Replacement Killers, The (1998)",1211,"Matrix, The (1999)"
1772,"Blues Brothers 2000 (1998)",1211,"Matrix, The (1999)"
1777,"Wedding Singer, The (1998)",1211,"Matrix, The (1999)"
1779,"Sphere (1998)",1211,"Matrix, The (1999)"
1784,"As Good as It Gets (1997)",1211,"Matrix, The (1999)"
1792,"U.S. Marshals (1998)",277,"Jurassic Park (1993)"
1792,"U.S. Marshals (1998)",1211,"Matrix, The (1999)"
1797,"Everest (1998)",214,"Forrest Gump (1994)"
1799,"Suicide Kings (1997)",1211,"Matrix, The (1999)"
1801,"Man in the Iron Mask, The (1998)",214,"Forrest Gump (1994)"
1805,"Wild Things (1998)",1211,"Matrix, The (1999)"
1810,"Primary Colors (1998)",1211,"Matrix, The (1999)"
1821,"Object of My Affection, The (1998)",312,"Sleepless in Seattle (1993)"
1821,"Object of My Affection, The (1998)",846,"Titanic (1997)"
1821,"Object of My Affection, The (1998)",1704,"Miss Congeniality (2000)"
1821,"Object of My Affection, The (1998)",1754,"Shrek (2001)"
1821,"Object of My Affection, The (1998)",1836,"Monsters, Inc. (2001)"
1831,"Lost in Space (1998)",1211,"Matrix, The (1999)"
1833,"Mercury Rising (1998)",1569,"Gladiator (2000)"
1834,"Spanish Prisoner, The (1997)",1211,"Matrix, The (1999)"
1835,"City of Angels (1998)",214,"Forrest Gump (1994)"
1836,"Last Days of Disco, The (1998)",177,"Pulp Fiction (1994)"
1836,"Last Days of Disco, The (1998)",1317,"American Beauty (1999)"
1840,"He Got Game (1998)",177,"Pulp Fiction (1994)"
1840,"He Got Game (1998)",336,"Silence of the Lambs, The (1991)"
1840,"He Got Game (1998)",344,"Fargo (1996)"
1840,"He Got Game (1998)",514,"Die Hard (1988)"
1840,"He Got Game (1998)",655,"Back to the Future (1985)"
1840,"He Got Game (1998)",1317,"American Beauty (1999)"
1840,"He Got Game (1998)",1738,"Memento (2000)"
1840,"He Got Game (1998)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
1845,"Zero Effect (1998)",43,"Usual Suspects, The (1995)"
1845,"Zero Effect (1998)",1211,"Matrix, The (1999)"
1848,"Borrowers, The (1997)",787,"Men in Black (a.k.a. MIB) (1997)"
1848,"Borrowers, The (1997)",846,"Titanic (1997)"
1848,"Borrowers, The (1997)",1211,"Matrix, The (1999)"
1848,"Borrowers, The (1997)",1754,"Shrek (2001)"
1848,"Borrowers, The (1997)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
1862,"Species II (1998)",333,"Terminator 2: Judgment Day (1991)"
1866,"Big Hit, The (1998)",214,"Forrest Gump (1994)"
1866,"Big Hit, The (1998)",1847,"Ocean's Eleven (2001)"
1873,"Misérables, Les (1998)",1960,"Lord of the Rings: The Two Towers, The (2002)"
1876,"Deep Impact (1998)",1211,"Matrix, The (1999)"
1882,"Godzilla (1998)",1211,"Matrix, The (1999)"
1883,"Bulworth (1998)",177,"Pulp Fiction (1994)"
1884,"Fear and Loathing in Las Vegas (1998)",177,"Pulp Fiction (1994)"
1885,"Opposite of Sex, The (1998)",177,"Pulp Fiction (1994)"
1885,"Opposite of Sex, The (1998)",1317,"American Beauty (1999)"
1888,"Hope Floats (1998)",393,"Independence Day (a.k.a. ID4) (1996)"
1889,"Insomnia (1997)",214,"Forrest Gump (1994)"
1889,"Insomnia (1997)",1317,"American Beauty (1999)"
1892,"Perfect Murder, A (1998)",1211,"Matrix, The (1999)"
1894,"Six Days Seven Nights (1998)",214,"Forrest Gump (1994)"
1894,"Six Days Seven Nights (1998)",1211,"Matrix, The (1999)"
1895,"Can't Hardly Wait (1998)",1356,"Fight Club (1999)"
1895,"Can't Hardly Wait (1998)",1754,"Shrek (2001)"
1907,"Mulan (1998)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
1909,"X-Files: Fight the Future, The (1998)",1211,"Matrix, The (1999)"
1911,"Dr. Dolittle (1998)",214,"Forrest Gump (1994)"
1912,"Out of Sight (1998)",1211,"Matrix, The (1999)"
1913,"Picnic at Hanging Rock (1975)",1211,"Matrix, The (1999)"
1914,"Smoke Signals (1998)",344,"Fargo (1996)"
1914,"Smoke Signals (1998)",449,"Wizard of Oz, The (1939)"
1914,"Smoke Signals (1998)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
1916,"Buffalo '66 (a.k.a. Buffalo 66) (1998)",214,"Forrest Gump (1994)"
1917,"Armageddon (1998)",1211,"Matrix, The (1999)"
1918,"Lethal Weapon 4 (1998)",214,"Forrest Gump (1994)"
1920,"Small Soldiers (1998)",393,"Independence Day (a.k.a. ID4) (1996)"
1920,"Small Soldiers (1998)",787,"Men in Black (a.k.a. MIB) (1997)"
1920,"Small Soldiers (1998)",1211,"Matrix, The (1999)"
1921,"Pi (1998)",1211,"Matrix, The (1999)"
1923,"There's Something About Mary (1998)",1211,"Matrix, The (1999)"
1924,"Plan 9 from Outer Space (1959)",1211,"Matrix, The (1999)"
1927,"All Quiet on the Western Front (1930)",423,"Godfather, The (1972)"
1931,"Mutiny on the Bounty (1935)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
1939,"Best Years of Our Lives, The (1946)",443,"Casablanca (1942)"
1939,"Best Years of Our Lives, The (1946)",650,"Groundhog Day (1993)"
1944,"From Here to Eternity (1953)",158,"Star Wars: Episode IV - A New Hope (1977)"
1945,"On the Waterfront (1954)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
1947,"West Side Story (1961)",214,"Forrest Gump (1994)"
1949,"Man for All Seasons, A (1966)",449,"Wizard of Oz, The (1939)"
1949,"Man for All Seasons, A (1966)",473,"It's a Wonderful Life (1946)"
1949,"Man for All Seasons, A (1966)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
1950,"In the Heat of the Night (1967)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
1951,"Oliver! (1968)",449,"Wizard of Oz, The (1939)"
1952,"Midnight Cowboy (1969)",177,"Pulp Fiction (1994)"
1953,"French Connection, The (1971)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
1954,"Rocky (1976)",1211,"Matrix, The (1999)"
1955,"Kramer vs. Kramer (1979)",214,"Forrest Gump (1994)"
1956,"Ordinary People (1980)",344,"Fargo (1996)"
1956,"Ordinary People (1980)",545,"E.T. the Extra-Terrestrial (1982)"
1956,"Ordinary People (1980)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
1957,"Chariots of Fire (1981)",214,"Forrest Gump (1994)"
1958,"Terms of Endearment (1983)",214,"Forrest Gump (1994)"
1959,"Out of Africa (1985)",214,"Forrest Gump (1994)"
1960,"Last Emperor, The (1987)",177,"Pulp Fiction (1994)"
1960,"Last Emperor, The (1987)",214,"Forrest Gump (1994)"
1961,"Rain Man (1988)",214,"Forrest Gump (1994)"
1962,"Driving Miss Daisy (1989)",214,"Forrest Gump (1994)"
1963,"Take the Money and Run (1969)",1211,"Matrix, The (1999)"
1964,"Klute (1971)",336,"Silence of the Lambs, The (1991)"
1964,"Klute (1971)",344,"Fargo (1996)"
1964,"Klute (1971)",423,"Godfather, The (1972)"
1964,"Klute (1971)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
1965,"Repo Man (1984)",1211,"Matrix, The (1999)"
1966,"Metropolitan (1990)",177,"Pulp Fiction (1994)"
1966,"Metropolitan (1990)",2252,"Thank You for Smoking (2006)"
1967,"Labyrinth (1986)",1211,"Matrix, The (1999)"
1968,"Breakfast Club, The (1985)",1211,"Matrix, The (1999)"
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",1211,"Matrix, The (1999)"
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",214,"Forrest Gump (1994)"
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",655,"Back to the Future (1985)"
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",1286,"Sixth Sense, The (1999)"
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",214,"Forrest Gump (1994)"
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",333,"Terminator 2: Judgment Day (1991)"
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",393,"Independence Day (a.k.a. ID4) (1996)"
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",655,"Back to the Future (1985)"
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",776,"Fifth Element, The (1997)"
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",787,"Men in Black (a.k.a. MIB) (1997)"
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",846,"Titanic (1997)"
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",1075,"Edward Scissorhands (1990)"
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",1211,"Matrix, The (1999)"
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",1262,"Ghostbusters (a.k.a. Ghost Busters) (1984)"
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",1286,"Sixth Sense, The (1999)"
1974,"Friday the 13th (1980)",177,"Pulp Fiction (1994)"
1975,"Friday the 13th Part 2 (1981)",158,"Star Wars: Episode IV - A New Hope (1977)"
1975,"Friday the 13th Part 2 (1981)",177,"Pulp Fiction (1994)"
1975,"Friday the 13th Part 2 (1981)",585,"Star Wars: Episode V - The Empire Strikes Back (1980)"
1975,"Friday the 13th Part 2 (1981)",1211,"Matrix, The (1999)"
1982,"Halloween (1978)",177,"Pulp Fiction (1994)"
1983,"Halloween II (1981)",333,"Terminator 2: Judgment Day (1991)"
1991,"Child's Play (1988)",1356,"Fight Club (1999)"
1994,"Poltergeist (1982)",1211,"Matrix, The (1999)"
1995,"Poltergeist II: The Other Side (1986)",1,"Toy Story (1995)"
1995,"Poltergeist II: The Other Side (1986)",30,"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)"
1995,"Poltergeist II: The Other Side (1986)",41,"Seven (a.k.a. Se7en) (1995)"
1995,"Poltergeist II: The Other Side (1986)",177,"Pulp Fiction (1994)"
1995,"Poltergeist II: The Other Side (1986)",190,"Shawshank Redemption, The (1994)"
1995,"Poltergeist II: The Other Side (1986)",231,"Speed (1994)"
1995,"Poltergeist II: The Other Side (1986)",288,"Mrs. Doubtfire (1993)"
1995,"Poltergeist II: The Other Side (1986)",336,"Silence of the Lambs, The (1991)"
1995,"Poltergeist II: The Other Side (1986)",423,"Godfather, The (1972)"
1995,"Poltergeist II: The Other Side (1986)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
1995,"Poltergeist II: The Other Side (1986)",650,"Groundhog Day (1993)"
1995,"Poltergeist II: The Other Side (1986)",655,"Back to the Future (1985)"
1995,"Poltergeist II: The Other Side (1986)",774,"Austin Powers: International Man of Mystery (1997)"
1995,"Poltergeist II: The Other Side (1986)",830,"Truman Show, The (1998)"
1995,"Poltergeist II: The Other Side (1986)",947,"Gremlins (1984)"
1995,"Poltergeist II: The Other Side (1986)",1007,"Indiana Jones and the Temple of Doom (1984)"
1995,"Poltergeist II: The Other Side (1986)",1075,"Edward Scissorhands (1990)"
1995,"Poltergeist II: The Other Side (1986)",1244,"Austin Powers: The Spy Who Shagged Me (1999)"
1995,"Poltergeist II: The Other Side (1986)",1262,"Ghostbusters (a.k.a. Ghost Busters) (1984)"
1995,"Poltergeist II: The Other Side (1986)",1286,"Sixth Sense, The (1999)"
1995,"Poltergeist II: The Other Side (1986)",1339,"Ferris Bueller's Day Off (1986)"
1995,"Poltergeist II: The Other Side (1986)",1960,"Lord of the Rings: The Two Towers, The (2002)"
1997,"Exorcist, The (1973)",214,"Forrest Gump (1994)"
2000,"Lethal Weapon (1987)",1211,"Matrix, The (1999)"
2001,"Lethal Weapon 2 (1989)",1211,"Matrix, The (1999)"
2002,"Lethal Weapon 3 (1992)",214,"Forrest Gump (1994)"
2003,"Gremlins (1984)",214,"Forrest Gump (1994)"
2004,"Gremlins 2: The New Batch (1990)",277,"Jurassic Park (1993)"
2004,"Gremlins 2: The New Batch (1990)",655,"Back to the Future (1985)"
2005,"Goonies, The (1985)",214,"Forrest Gump (1994)"
2006,"Mask of Zorro, The (1998)",1211,"Matrix, The (1999)"
2009,"Soylent Green (1973)",1211,"Matrix, The (1999)"
2010,"Metropolis (1927)",177,"Pulp Fiction (1994)"
2011,"Back to the Future Part II (1989)",655,"Back to the Future (1985)"
2012,"Back to the Future Part III (1990)",655,"Back to the Future (1985)"
2013,"Poseidon Adventure, The (1972)",214,"Forrest Gump (1994)"
2013,"Poseidon Adventure, The (1972)",277,"Jurassic Park (1993)"
2014,"Freaky Friday (1977)",1,"Toy Story (1995)"
2014,"Freaky Friday (1977)",214,"Forrest Gump (1994)"
2014,"Freaky Friday (1977)",332,"Aladdin (1992)"
2014,"Freaky Friday (1977)",338,"Beauty and the Beast (1991)"
2015,"Absent-Minded Professor, The (1961)",158,"Star Wars: Episode IV - A New Hope (1977)"
2015,"Absent-Minded Professor, The (1961)",277,"Jurassic Park (1993)"
2015,"Absent-Minded Professor, The (1961)",585,"Star Wars: Episode V - The Empire Strikes Back (1980)"
2015,"Absent-Minded Professor, The (1961)",598,"Star Wars: Episode VI - Return of the Jedi (1983)"
2015,"Absent-Minded Professor, The (1961)",1211,"Matrix, The (1999)"
2015,"Absent-Minded Professor, The (1961)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
2018,"Bambi (1942)",655,"Back to the Future (1985)"
2018,"Bambi (1942)",1211,"Matrix, The (1999)"
2019,"Seven Samurai (Shichinin no samurai) (1954)",1211,"Matrix, The (1999)"
2020,"Dangerous Liaisons (1988)",1211,"Matrix, The (1999)"
2021,"Dune (1984)",1211,"Matrix, The (1999)"
2022,"Last Temptation of Christ, The (1988)",1211,"Matrix, The (1999)"
2023,"Godfather: Part III, The (1990)",423,"Godfather, The (1972)"
2025,"Lolita (1997)",1211,"Matrix, The (1999)"
2028,"Saving Private Ryan (1998)",1211,"Matrix, The (1999)"
2034,"Black Hole, The (1979)",158,"Star Wars: Episode IV - A New Hope (1977)"
2034,"Black Hole, The (1979)",277,"Jurassic Park (1993)"
2034,"Black Hole, The (1979)",333,"Terminator 2: Judgment Day (1991)"
2034,"Black Hole, The (1979)",585,"Star Wars: Episode V - The Empire Strikes Back (1980)"
2034,"Black Hole, The (1979)",598,"Star Wars: Episode VI - Return of the Jedi (1983)"
2034,"Black Hole, The (1979)",655,"Back to the Future (1985)"
2034,"Black Hole, The (1979)",787,"Men in Black (a.k.a. MIB) (1997)"
2034,"Black Hole, The (1979)",1211,"Matrix, The (1999)"
2042,"D2: The Mighty Ducks (1994)",1211,"Matrix, The (1999)"
2046,"Flight of the Navigator (1986)",1211,"Matrix, The (1999)"
2048,"Great Mouse Detective, The (1986)",277,"Jurassic Park (1993)"
2048,"Great Mouse Detective, The (1986)",585,"Star Wars: Episode V - The Empire Strikes Back (1980)"
2048,"Great Mouse Detective, The (1986)",598,"Star Wars: Episode VI - Return of the Jedi (1983)"
2048,"Great Mouse Detective, The (1986)",655,"Back to the Future (1985)"
2052,"Hocus Pocus (1993)",1,"Toy Story (1995)"
2052,"Hocus Pocus (1993)",214,"Forrest Gump (1994)"
2052,"Hocus Pocus (1993)",220,"Lion King, The (1994)"
2053,"Honey, I Blew Up the Kid (1992)",214,"Forrest Gump (1994)"
2053,"Honey, I Blew Up the Kid (1992)",1211,"Matrix, The (1999)"
2054,"Honey, I Shrunk the Kids (1989)",1211,"Matrix, The (1999)"
2058,"Negotiator, The (1998)",214,"Forrest Gump (1994)"
2058,"Negotiator, The (1998)",1211,"Matrix, The (1999)"
2059,"Parent Trap, The (1998)",1754,"Shrek (2001)"
2060,"BASEketball (1998)",1211,"Matrix, The (1999)"
2064,"Roger & Me (1989)",1211,"Matrix, The (1999)"
2065,"Purple Rose of Cairo, The (1985)",177,"Pulp Fiction (1994)"
2065,"Purple Rose of Cairo, The (1985)",336,"Silence of the Lambs, The (1991)"
2067,"Doctor Zhivago (1965)",214,"Forrest Gump (1994)"
2067,"Doctor Zhivago (1965)",1211,"Matrix, The (1999)"
2067,"Doctor Zhivago (1965)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
2067,"Doctor Zhivago (1965)",1960,"Lord of the Rings: The Two Towers, The (2002)"
2068,"Fanny and Alexander (Fanny och Alexander) (1982)",177,"Pulp Fiction (1994)"
2068,"Fanny and Alexander (Fanny och Alexander) (1982)",344,"Fargo (1996)"
2070,"Tender Mercies (1983)",177,"Pulp Fiction (1994)"
2070,"Tender Mercies (1983)",344,"Fargo (1996)"
2070,"Tender Mercies (1983)",601,"Goodfellas (1990)"
2072,"'burbs, The (1989)",1211,"Matrix, The (1999)"
2076,"Blue Velvet (1986)",177,"Pulp Fiction (1994)"
2078,"Jungle Book, The (1967)",1211,"Matrix, The (1999)"
2080,"Lady and the Tramp (1955)",1754,"Shrek (2001)"
2081,"Little Mermaid, The (1989)",214,"Forrest Gump (1994)"
2082,"Mighty Ducks, The (1992)",1211,"Matrix, The (1999)"
2083,"Muppet Christmas Carol, The (1992)",158,"Star Wars: Episode IV - A New Hope (1977)"
2085,"101 Dalmatians (One Hundred and One Dalmatians) (1961)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
2087,"Peter Pan (1953)",1,"Toy Story (1995)"
2088,"Popeye (1980)",158,"Star Wars: Episode IV - A New Hope (1977)"
2088,"Popeye (1980)",214,"Forrest Gump (1994)"
2088,"Popeye (1980)",1262,"Ghostbusters (a.k.a. Ghost Busters) (1984)"
2089,"Rescuers Down Under, The (1990)",158,"Star Wars: Episode IV - A New Hope (1977)"
2089,"Rescuers Down Under, The (1990)",585,"Star Wars: Episode V - The Empire Strikes Back (1980)"
2089,"Rescuers Down Under, The (1990)",598,"Star Wars: Episode VI - Return of the Jedi (1983)"
2090,"Rescuers, The (1977)",158,"Star Wars: Episode IV - A New Hope (1977)"
2090,"Rescuers, The (1977)",277,"Jurassic Park (1993)"
2090,"Rescuers, The (1977)",1211,"Matrix, The (1999)"
2092,"Return of Jafar, The (1994)",787,"Men in Black (a.k.a. MIB) (1997)"
2093,"Return to Oz (1985)",1,"Toy Story (1995)"
2093,"Return to Oz (1985)",177,"Pulp Fiction (1994)"
2093,"Return to Oz (1985)",277,"Jurassic Park (1993)"
2093,"Return to Oz (1985)",449,"Wizard of Oz, The (1939)"
2093,"Return to Oz (1985)",655,"Back to the Future (1985)"
2093,"Return to Oz (1985)",676,"Indiana Jones and the Last Crusade (1989)"
2093,"Return to Oz (1985)",1007,"Indiana Jones and the Temple of Doom (1984)"
2093,"Return to Oz (1985)",1044,"Beetlejuice (1988)"
2093,"Return to Oz (1985)",1262,"Ghostbusters (a.k.a. Ghost Busters) (1984)"
2093,"Return to Oz (1985)",1365,"Who Framed Roger Rabbit? (1988)"
2093,"Return to Oz (1985)",1754,"Shrek (2001)"
2094,"Rocketeer, The (1991)",1211,"Matrix, The (1999)"
2096,"Sleeping Beauty (1959)",655,"Back to the Future (1985)"
2100,"Splash (1984)",214,"Forrest Gump (1994)"
2105,"Tron (1982)",1211,"Matrix, The (1999)"
2106,"Swing Kids (1993)",650,"Groundhog Day (1993)"
2107,"Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998)",277,"Jurassic Park (1993)"
2107,"Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998)",1211,"Matrix, The (1999)"
2107,"Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998)",1356,"Fight Club (1999)"
2108,"L.A. Story (1991)",214,"Forrest Gump (1994)"
2109,"Jerk, The (1979)",277,"Jurassic Park (1993)"
2109,"Jerk, The (1979)",655,"Back to the Future (1985)"
2109,"Jerk, The (1979)",1211,"Matrix, The (1999)"
2110,"Dead Men Don't Wear Plaid (1982)",177,"Pulp Fiction (1994)"
2111,"Man with Two Brains, The (1983)",277,"Jurassic Park (1993)"
2111,"Man with Two Brains, The (1983)",1211,"Matrix, The (1999)"
2112,"Grand Canyon (1991)",158,"Star Wars: Episode IV - A New Hope (1977)"
2112,"Grand Canyon (1991)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
2112,"Grand Canyon (1991)",655,"Back to the Future (1985)"
2112,"Grand Canyon (1991)",690,"When Harry Met Sally... (1989)"
2112,"Grand Canyon (1991)",846,"Titanic (1997)"
2114,"Outsiders, The (1983)",1,"Toy Story (1995)"
2114,"Outsiders, The (1983)",1211,"Matrix, The (1999)"
2115,"Indiana Jones and the Temple of Doom (1984)",1211,"Matrix, The (1999)"
2116,"Lord of the Rings, The (1978)",1211,"Matrix, The (1999)"
2117,"1984 (Nineteen Eighty-Four) (1984)",1211,"Matrix, The (1999)"
2118,"Dead Zone, The (1983)",1286,"Sixth Sense, The (1999)"
2120,"Needful Things (1993)",158,"Star Wars: Episode IV - A New Hope (1977)"
2120,"Needful Things (1993)",177,"Pulp Fiction (1994)"
2120,"Needful Things (1993)",190,"Shawshank Redemption, The (1994)"
2120,"Needful Things (1993)",214,"Forrest Gump (1994)"
2120,"Needful Things (1993)",277,"Jurassic Park (1993)"
2120,"Needful Things (1993)",336,"Silence of the Lambs, The (1991)"
2120,"Needful Things (1993)",585,"Star Wars: Episode V - The Empire Strikes Back (1980)"
2120,"Needful Things (1993)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
2120,"Needful Things (1993)",598,"Star Wars: Episode VI - Return of the Jedi (1983)"
2120,"Needful Things (1993)",602,"Alien (1979)"
2120,"Needful Things (1993)",655,"Back to the Future (1985)"
2120,"Needful Things (1993)",787,"Men in Black (a.k.a. MIB) (1997)"
2120,"Needful Things (1993)",1317,"American Beauty (1999)"
2120,"Needful Things (1993)",1403,"Sleepy Hollow (1999)"
2121,"Cujo (1983)",214,"Forrest Gump (1994)"
2121,"Cujo (1983)",277,"Jurassic Park (1993)"
2121,"Cujo (1983)",336,"Silence of the Lambs, The (1991)"
2121,"Cujo (1983)",545,"E.T. the Extra-Terrestrial (1982)"
2121,"Cujo (1983)",655,"Back to the Future (1985)"
2121,"Cujo (1983)",1754,"Shrek (2001)"
2122,"Children of the Corn (1984)",214,"Forrest Gump (1994)"
2123,"All Dogs Go to Heaven (1989)",1,"Toy Story (1995)"
2123,"All Dogs Go to Heaven (1989)",220,"Lion King, The (1994)"
2123,"All Dogs Go to Heaven (1989)",277,"Jurassic Park (1993)"
2123,"All Dogs Go to Heaven (1989)",332,"Aladdin (1992)"
2123,"All Dogs Go to Heaven (1989)",545,"E.T. the Extra-Terrestrial (1982)"
2123,"All Dogs Go to Heaven (1989)",2002,"Finding Nemo (2003)"
2124,"Addams Family, The (1991)",1211,"Matrix, The (1999)"
2125,"Ever After: A Cinderella Story (1998)",214,"Forrest Gump (1994)"
2125,"Ever After: A Cinderella Story (1998)",1754,"Shrek (2001)"
2125,"Ever After: A Cinderella Story (1998)",2013,"Pirates of the Caribbean: The Curse of the Black Pearl (2003)"
2126,"Snake Eyes (1998)",1211,"Matrix, The (1999)"
2130,"Atlantic City (1980)",158,"Star Wars: Episode IV - A New Hope (1977)"
2130,"Atlantic City (1980)",177,"Pulp Fiction (1994)"
2130,"Atlantic City (1980)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
2130,"Atlantic City (1980)",598,"Star Wars: Episode VI - Return of the Jedi (1983)"
2130,"Atlantic City (1980)",655,"Back to the Future (1985)"
2130,"Atlantic City (1980)",1262,"Ghostbusters (a.k.a. Ghost Busters) (1984)"
2130,"Atlantic City (1980)",1286,"Sixth Sense, The (1999)"
2132,"Who's Afraid of Virginia Woolf? (1966)",177,"Pulp Fiction (1994)"
2133,"Adventures in Babysitting (1987)",214,"Forrest Gump (1994)"
2134,"Weird Science (1985)",177,"Pulp Fiction (1994)"
2134,"Weird Science (1985)",214,"Forrest Gump (1994)"
2134,"Weird Science (1985)",277,"Jurassic Park (1993)"
2134,"Weird Science (1985)",1211,"Matrix, The (1999)"
2135,"Doctor Dolittle (1967)",277,"Jurassic Park (1993)"
2135,"Doctor Dolittle (1967)",655,"Back to the Future (1985)"
2135,"Doctor Dolittle (1967)",1211,"Matrix, The (1999)"
2136,"Nutty Professor, The (1963)",1211,"Matrix, The (1999)"
2137,"Charlotte's Web (1973)",1,"Toy Story (1995)"
2137,"Charlotte's Web (1973)",585,"Star Wars: Episode V - The Empire Strikes Back (1980)"
2138,"Watership Down (1978)",214,"Forrest Gump (1994)"
2138,"Watership Down (1978)",1211,"Matrix, The (1999)"
2138,"Watership Down (1978)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
2139,"Secret of NIMH, The (1982)",277,"Jurassic Park (1993)"
2140,"Dark Crystal, The (1982)",1211,"Matrix, The (1999)"
2141,"American Tail, An (1986)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
2142,"American Tail: Fievel Goes West, An (1991)",1,"Toy Story (1995)"
2142,"American Tail: Fievel Goes West, An (1991)",220,"Lion King, The (1994)"
2142,"American Tail: Fievel Goes West, An (1991)",277,"Jurassic Park (1993)"
2142,"American Tail: Fievel Goes West, An (1991)",332,"Aladdin (1992)"
2142,"American Tail: Fievel Goes West, An (1991)",393,"Independence Day (a.k.a. ID4) (1996)"
2142,"American Tail: Fievel Goes West, An (1991)",1211,"Matrix, The (1999)"
2143,"Legend (1985)",1754,"Shrek (2001)"
2144,"Sixteen Candles (1984)",1211,"Matrix, The (1999)"
2144,"Sixteen Candles (1984)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
2145,"Pretty in Pink (1986)",214,"Forrest Gump (1994)"
2146,"St. Elmo's Fire (1985)",214,"Forrest Gump (1994)"
2146,"St. Elmo's Fire (1985)",449,"Wizard of Oz, The (1939)"
2146,"St. Elmo's Fire (1985)",545,"E.T. the Extra-Terrestrial (1982)"
2146,"St. Elmo's Fire (1985)",586,"Princess Bride, The (1987)"
2146,"St. Elmo's Fire (1985)",655,"Back to the Future (1985)"
2146,"St. Elmo's Fire (1985)",932,"Breakfast Club, The (1985)"
2150,"Gods Must Be Crazy, The (1980)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
2151,"Gods Must Be Crazy II, The (1989)",2013,"Pirates of the Caribbean: The Curse of the Black Pearl (2003)"
2153,"Avengers, The (1998)",1211,"Matrix, The (1999)"
2155,"Slums of Beverly Hills, The (1998)",177,"Pulp Fiction (1994)"
2155,"Slums of Beverly Hills, The (1998)",214,"Forrest Gump (1994)"
2159,"Henry: Portrait of a Serial Killer (1986)",1317,"American Beauty (1999)"
2160,"Rosemary's Baby (1968)",177,"Pulp Fiction (1994)"
